TED_id,Rating,Total_count
254,Beautiful,14
255,Beautiful,65
256,Beautiful,20
257,Beautiful,383
258,Beautiful,50
259,Beautiful,639
260,Beautiful,420
261,Beautiful,50
262,Beautiful,208
263,Beautiful,173
264,Beautiful,81
265,Beautiful,591
266,Beautiful,55
267,Beautiful,321
268,Beautiful,48
269,Beautiful,35
270,Beautiful,19
271,Beautiful,401
272,Beautiful,69
273,Beautiful,73
274,Beautiful,38
275,Beautiful,500
276,Beautiful,80
277,Beautiful,63
278,Beautiful,315
279,Beautiful,53
280,Beautiful,81
281,Beautiful,47
282,Beautiful,300
283,Beautiful,17
284,Beautiful,15
285,Beautiful,6
286,Beautiful,20
287,Beautiful,161
288,Beautiful,3
289,Beautiful,9
290,Beautiful,342
291,Beautiful,273
292,Beautiful,3
293,Beautiful,40
294,Beautiful,169
295,Beautiful,123
296,Beautiful,13
297,Beautiful,5
298,Beautiful,136
299,Beautiful,542
300,Beautiful,48
301,Beautiful,20
302,Beautiful,10
303,Beautiful,147
304,Beautiful,13
305,Beautiful,98
306,Beautiful,21
307,Beautiful,119
308,Beautiful,317
309,Beautiful,4
310,Beautiful,65
311,Beautiful,597
312,Beautiful,54
313,Beautiful,39
314,Beautiful,46
315,Beautiful,495
316,Beautiful,19
317,Beautiful,110
318,Beautiful,42
319,Beautiful,28
320,Beautiful,211
321,Beautiful,8
322,Beautiful,47
323,Beautiful,28
324,Beautiful,169
325,Beautiful,47
326,Beautiful,182
327,Beautiful,60
328,Beautiful,8
329,Beautiful,45
330,Beautiful,4
331,Beautiful,272
332,Beautiful,44
333,Beautiful,38
334,Beautiful,6
335,Beautiful,25
336,Beautiful,41
337,Beautiful,77
338,Beautiful,57
339,Beautiful,78
340,Beautiful,19
341,Beautiful,325
342,Beautiful,2
343,Beautiful,278
344,Beautiful,18
345,Beautiful,1
346,Beautiful,341
347,Beautiful,10
348,Beautiful,11
349,Beautiful,42
350,Beautiful,158
351,Beautiful,172
352,Beautiful,96
353,Beautiful,56
354,Beautiful,61
355,Beautiful,53
356,Beautiful,10
357,Beautiful,83
358,Beautiful,75
359,Beautiful,26
360,Beautiful,8
361,Beautiful,8
362,Beautiful,20
363,Beautiful,0
364,Beautiful,36
365,Beautiful,57
366,Beautiful,78
367,Beautiful,72
368,Beautiful,15
369,Beautiful,50
370,Beautiful,55
371,Beautiful,3
372,Beautiful,10
373,Beautiful,56
374,Beautiful,25
375,Beautiful,2
376,Beautiful,131
377,Beautiful,4
378,Beautiful,227
379,Beautiful,10
380,Beautiful,60
381,Beautiful,4027
382,Beautiful,34
383,Beautiful,95
384,Beautiful,376
385,Beautiful,49
386,Beautiful,220
387,Beautiful,668
388,Beautiful,262
389,Beautiful,91
390,Beautiful,58
391,Beautiful,6
392,Beautiful,53
393,Beautiful,287
394,Beautiful,15
395,Beautiful,12
396,Beautiful,88
397,Beautiful,93
398,Beautiful,90
399,Beautiful,214
400,Beautiful,136
401,Beautiful,313
402,Beautiful,927
403,Beautiful,73
404,Beautiful,44
405,Beautiful,50
406,Beautiful,113
407,Beautiful,97
408,Beautiful,77
409,Beautiful,196
410,Beautiful,22
411,Beautiful,242
412,Beautiful,22
413,Beautiful,723
414,Beautiful,12
415,Beautiful,77
416,Beautiful,93
417,Beautiful,257
418,Beautiful,44
419,Beautiful,27
420,Beautiful,103
421,Beautiful,38
422,Beautiful,291
423,Beautiful,95
424,Beautiful,34
425,Beautiful,45
426,Beautiful,24
427,Beautiful,255
428,Beautiful,68
429,Beautiful,24
430,Beautiful,321
431,Beautiful,32
432,Beautiful,2
433,Beautiful,2
434,Beautiful,28
435,Beautiful,28
436,Beautiful,16
437,Beautiful,206
438,Beautiful,0
439,Beautiful,32
440,Beautiful,15
441,Beautiful,55
442,Beautiful,187
443,Beautiful,10
444,Beautiful,49
445,Beautiful,68
446,Beautiful,107
447,Beautiful,20
448,Beautiful,37
449,Beautiful,323
450,Beautiful,74
451,Beautiful,139
452,Beautiful,213
453,Beautiful,45
454,Beautiful,28
455,Beautiful,47
456,Beautiful,103
457,Beautiful,132
458,Beautiful,34
459,Beautiful,561
460,Beautiful,54
461,Beautiful,16
462,Beautiful,266
463,Beautiful,88
464,Beautiful,17
465,Beautiful,10
466,Beautiful,4
467,Beautiful,43
468,Beautiful,95
469,Beautiful,101
470,Beautiful,111
471,Beautiful,15
472,Beautiful,12
473,Beautiful,62
474,Beautiful,269
475,Beautiful,33
476,Beautiful,4
477,Beautiful,45
478,Beautiful,16
479,Beautiful,74
480,Beautiful,161
481,Beautiful,84
482,Beautiful,61
483,Beautiful,25
484,Beautiful,129
485,Beautiful,22
486,Beautiful,5
487,Beautiful,78
488,Beautiful,22
489,Beautiful,18
490,Beautiful,122
491,Beautiful,51
492,Beautiful,662
493,Beautiful,84
494,Beautiful,70
495,Beautiful,197
496,Beautiful,125
497,Beautiful,5
498,Beautiful,217
499,Beautiful,237
500,Beautiful,348
501,Beautiful,74
502,Beautiful,46
503,Beautiful,166
504,Beautiful,48
505,Beautiful,26
506,Beautiful,6
507,Beautiful,306
508,Beautiful,7
509,Beautiful,84
510,Beautiful,36
511,Beautiful,118
512,Beautiful,171
513,Beautiful,4
514,Beautiful,430
515,Beautiful,85
516,Beautiful,344
517,Beautiful,560
518,Beautiful,64
519,Beautiful,0
520,Beautiful,486
521,Beautiful,213
522,Beautiful,43
523,Beautiful,19
524,Beautiful,83
525,Beautiful,163
526,Beautiful,22
527,Beautiful,192
528,Beautiful,45
529,Beautiful,30
530,Beautiful,5607
531,Beautiful,206
532,Beautiful,42
533,Beautiful,230
534,Beautiful,24
535,Beautiful,65
536,Beautiful,89
537,Beautiful,94
538,Beautiful,8
539,Beautiful,36
540,Beautiful,953
541,Beautiful,27
542,Beautiful,10
543,Beautiful,41
544,Beautiful,58
545,Beautiful,154
546,Beautiful,116
547,Beautiful,43
548,Beautiful,33
549,Beautiful,0
550,Beautiful,21
551,Beautiful,69
552,Beautiful,14
553,Beautiful,761
554,Beautiful,51
555,Beautiful,51
556,Beautiful,460
557,Beautiful,105
558,Beautiful,100
559,Beautiful,19
560,Beautiful,124
561,Beautiful,110
562,Beautiful,278
563,Beautiful,10
564,Beautiful,101
565,Beautiful,188
566,Beautiful,17
567,Beautiful,99
568,Beautiful,15
569,Beautiful,88
570,Beautiful,19
571,Beautiful,37
572,Beautiful,16
573,Beautiful,143
574,Beautiful,51
575,Beautiful,69
576,Beautiful,59
577,Beautiful,20
578,Beautiful,12
579,Beautiful,95
580,Beautiful,39
581,Beautiful,21
582,Beautiful,59
583,Beautiful,91
584,Beautiful,309
585,Beautiful,128
586,Beautiful,56
587,Beautiful,145
588,Beautiful,264
589,Beautiful,92
590,Beautiful,42
591,Beautiful,113
592,Beautiful,301
593,Beautiful,8
594,Beautiful,25
595,Beautiful,24
596,Beautiful,111
597,Beautiful,85
598,Beautiful,34
599,Beautiful,161
600,Beautiful,64
601,Beautiful,253
602,Beautiful,17
603,Beautiful,32
604,Beautiful,434
605,Beautiful,125
606,Beautiful,87
607,Beautiful,1288
608,Beautiful,14
609,Beautiful,29
610,Beautiful,11
611,Beautiful,8
612,Beautiful,143
613,Beautiful,21
614,Beautiful,470
615,Beautiful,123
616,Beautiful,21
617,Beautiful,513
618,Beautiful,39
619,Beautiful,30
620,Beautiful,17
621,Beautiful,14
622,Beautiful,312
623,Beautiful,75
624,Beautiful,402
625,Beautiful,1194
626,Beautiful,64
627,Beautiful,44
628,Beautiful,37
629,Beautiful,163
630,Beautiful,89
631,Beautiful,805
632,Beautiful,262
633,Beautiful,31
634,Beautiful,5
635,Beautiful,191
636,Beautiful,6
637,Beautiful,35
638,Beautiful,9
639,Beautiful,0
640,Beautiful,77
641,Beautiful,185
642,Beautiful,32
643,Beautiful,92
644,Beautiful,157
645,Beautiful,31
646,Beautiful,15
647,Beautiful,21
648,Beautiful,507
649,Beautiful,87
650,Beautiful,26
651,Beautiful,122
652,Beautiful,7
653,Beautiful,238
654,Beautiful,478
655,Beautiful,18
656,Beautiful,27
657,Beautiful,132
658,Beautiful,53
659,Beautiful,224
660,Beautiful,875
661,Beautiful,41
662,Beautiful,184
663,Beautiful,12
664,Beautiful,63
665,Beautiful,519
666,Beautiful,223
667,Beautiful,44
668,Beautiful,8
669,Beautiful,62
670,Beautiful,8
671,Beautiful,115
672,Beautiful,91
673,Beautiful,44
674,Beautiful,20
675,Beautiful,119
676,Beautiful,21
677,Beautiful,1640
678,Beautiful,11
679,Beautiful,43
680,Beautiful,177
681,Beautiful,61
682,Beautiful,20
683,Beautiful,33
684,Beautiful,78
685,Beautiful,245
686,Beautiful,346
687,Beautiful,119
688,Beautiful,47
689,Beautiful,51
690,Beautiful,10
691,Beautiful,30
692,Beautiful,1248
693,Beautiful,37
694,Beautiful,18
695,Beautiful,7
696,Beautiful,206
697,Beautiful,5
698,Beautiful,72
699,Beautiful,744
700,Beautiful,39
701,Beautiful,509
702,Beautiful,95
703,Beautiful,60
704,Beautiful,84
705,Beautiful,26
706,Beautiful,17
707,Beautiful,80
708,Beautiful,31
709,Beautiful,34
710,Beautiful,54
711,Beautiful,77
712,Beautiful,273
713,Beautiful,326
714,Beautiful,471
715,Beautiful,18
716,Beautiful,65
717,Beautiful,43
718,Beautiful,24
719,Beautiful,13
720,Beautiful,8
721,Beautiful,691
722,Beautiful,40
723,Beautiful,319
724,Beautiful,16
725,Beautiful,78
726,Beautiful,111
727,Beautiful,44
728,Beautiful,121
729,Beautiful,14
730,Beautiful,1293
731,Beautiful,81
732,Beautiful,180
733,Beautiful,50
734,Beautiful,78
735,Beautiful,6
736,Beautiful,364
737,Beautiful,2
738,Beautiful,307
739,Beautiful,31
740,Beautiful,46
741,Beautiful,70
742,Beautiful,10
743,Beautiful,76
744,Beautiful,241
745,Beautiful,59
746,Beautiful,61
747,Beautiful,201
748,Beautiful,11
749,Beautiful,713
750,Beautiful,56
751,Beautiful,282
752,Beautiful,78
753,Beautiful,7
754,Beautiful,33
755,Beautiful,241
756,Beautiful,25
757,Beautiful,194
758,Beautiful,136
759,Beautiful,382
760,Beautiful,151
761,Beautiful,86
762,Beautiful,7
763,Beautiful,41
764,Beautiful,30
765,Beautiful,12
766,Beautiful,174
767,Beautiful,24
768,Beautiful,8
769,Beautiful,190
770,Beautiful,44
771,Beautiful,115
772,Beautiful,19
773,Beautiful,43
774,Beautiful,47
775,Beautiful,127
776,Beautiful,46
777,Beautiful,2
778,Beautiful,120
779,Beautiful,58
780,Beautiful,25
781,Beautiful,44
782,Beautiful,49
783,Beautiful,22
784,Beautiful,42
785,Beautiful,985
786,Beautiful,155
787,Beautiful,53
788,Beautiful,6
789,Beautiful,26
790,Beautiful,496
791,Beautiful,491
792,Beautiful,537
793,Beautiful,14
794,Beautiful,16
795,Beautiful,57
796,Beautiful,225
797,Beautiful,38
798,Beautiful,19
799,Beautiful,10
800,Beautiful,17
801,Beautiful,679
802,Beautiful,13
803,Beautiful,16
804,Beautiful,63
805,Beautiful,26
806,Beautiful,541
807,Beautiful,84
808,Beautiful,3
809,Beautiful,174
810,Beautiful,5
811,Beautiful,72
812,Beautiful,49
813,Beautiful,614
814,Beautiful,126
815,Beautiful,399
816,Beautiful,20
817,Beautiful,8
818,Beautiful,175
819,Beautiful,131
820,Beautiful,151
821,Beautiful,218
822,Beautiful,357
823,Beautiful,19
824,Beautiful,32
825,Beautiful,28
826,Beautiful,72
827,Beautiful,633
828,Beautiful,79
829,Beautiful,27
830,Beautiful,117
831,Beautiful,188
832,Beautiful,58
833,Beautiful,280
834,Beautiful,391
835,Beautiful,447
836,Beautiful,47
837,Beautiful,7942
838,Beautiful,70
839,Beautiful,147
840,Beautiful,896
841,Beautiful,79
842,Beautiful,60
843,Beautiful,1285
844,Beautiful,49
845,Beautiful,125
846,Beautiful,17
847,Beautiful,305
848,Beautiful,16
849,Beautiful,32
850,Beautiful,223
851,Beautiful,42
852,Beautiful,33
853,Beautiful,45
854,Beautiful,81
855,Beautiful,19
856,Beautiful,101
857,Beautiful,23
858,Beautiful,112
859,Beautiful,36
860,Beautiful,11
861,Beautiful,25
862,Beautiful,73
863,Beautiful,334
864,Beautiful,448
865,Beautiful,51
866,Beautiful,73
867,Beautiful,154
868,Beautiful,244
869,Beautiful,175
870,Beautiful,153
871,Beautiful,294
872,Beautiful,7
873,Beautiful,68
874,Beautiful,45
875,Beautiful,16
876,Beautiful,173
877,Beautiful,5
878,Beautiful,466
879,Beautiful,128
880,Beautiful,555
881,Beautiful,105
882,Beautiful,15
883,Beautiful,91
884,Beautiful,183
885,Beautiful,243
886,Beautiful,391
887,Beautiful,15
888,Beautiful,209
889,Beautiful,183
890,Beautiful,381
891,Beautiful,308
892,Beautiful,4430
893,Beautiful,195
894,Beautiful,145
895,Beautiful,19
896,Beautiful,98
897,Beautiful,139
898,Beautiful,275
899,Beautiful,11
900,Beautiful,370
901,Beautiful,50
902,Beautiful,1921
903,Beautiful,36
904,Beautiful,87
905,Beautiful,97
906,Beautiful,33
907,Beautiful,172
908,Beautiful,705
909,Beautiful,131
910,Beautiful,526
911,Beautiful,38
912,Beautiful,273
913,Beautiful,65
914,Beautiful,59
915,Beautiful,209
916,Beautiful,462
917,Beautiful,475
918,Beautiful,113
919,Beautiful,1942
920,Beautiful,31
921,Beautiful,8
922,Beautiful,23
923,Beautiful,143
924,Beautiful,182
925,Beautiful,69
926,Beautiful,229
927,Beautiful,133
928,Beautiful,67
929,Beautiful,73
930,Beautiful,1626
931,Beautiful,1125
932,Beautiful,37
933,Beautiful,565
934,Beautiful,182
935,Beautiful,77
936,Beautiful,23
937,Beautiful,548
938,Beautiful,58
939,Beautiful,527
940,Beautiful,94
941,Beautiful,73
942,Beautiful,448
943,Beautiful,26
944,Beautiful,135
945,Beautiful,81
946,Beautiful,545
947,Beautiful,25
948,Beautiful,62
949,Beautiful,149
950,Beautiful,91
951,Beautiful,311
952,Beautiful,26
953,Beautiful,15
954,Beautiful,1132
955,Beautiful,13
956,Beautiful,37
957,Beautiful,130
958,Beautiful,20
959,Beautiful,172
960,Beautiful,40
961,Beautiful,645
962,Beautiful,74
963,Beautiful,292
964,Beautiful,8
965,Beautiful,261
966,Beautiful,334
967,Beautiful,110
968,Beautiful,120
969,Beautiful,52
970,Beautiful,44
971,Beautiful,41
972,Beautiful,6685
973,Beautiful,322
974,Beautiful,134
975,Beautiful,564
976,Beautiful,21
977,Beautiful,110
978,Beautiful,6
979,Beautiful,21
980,Beautiful,86
981,Beautiful,63
982,Beautiful,42
983,Beautiful,1698
984,Beautiful,128
985,Beautiful,630
986,Beautiful,11
987,Beautiful,50
988,Beautiful,123
989,Beautiful,47
990,Beautiful,577
991,Beautiful,12
992,Beautiful,85
993,Beautiful,32
994,Beautiful,5
995,Beautiful,31
996,Beautiful,498
997,Beautiful,33
998,Beautiful,56
999,Beautiful,118
1000,Beautiful,61
1001,Beautiful,1419
1002,Beautiful,20
1003,Beautiful,24
1004,Beautiful,120
1005,Beautiful,8
1006,Beautiful,519
1007,Beautiful,8
1008,Beautiful,214
1009,Beautiful,19
1010,Beautiful,213
1011,Beautiful,7
1012,Beautiful,24
1013,Beautiful,61
1014,Beautiful,25
1015,Beautiful,9
1016,Beautiful,55
1017,Beautiful,33
1018,Beautiful,44
1019,Beautiful,12
1020,Beautiful,12
1021,Beautiful,62
1022,Beautiful,658
1023,Beautiful,15
1024,Beautiful,37
1025,Beautiful,28
1026,Beautiful,251
1027,Beautiful,298
1028,Beautiful,13
1029,Beautiful,125
1030,Beautiful,3854
1031,Beautiful,44
1032,Beautiful,170
1033,Beautiful,161
1034,Beautiful,263
1035,Beautiful,3
1036,Beautiful,140
1037,Beautiful,104
1038,Beautiful,661
1039,Beautiful,107
1040,Beautiful,0
1041,Beautiful,36
1042,Beautiful,126
1043,Beautiful,43
1044,Beautiful,219
1045,Beautiful,60
1046,Beautiful,35
1047,Beautiful,315
1048,Beautiful,22
1049,Beautiful,210
1050,Beautiful,20
1051,Beautiful,45
1052,Beautiful,174
1053,Beautiful,10
1054,Beautiful,39
1055,Beautiful,71
1056,Beautiful,245
1057,Beautiful,82
1058,Beautiful,57
1059,Beautiful,306
1060,Beautiful,12
1061,Beautiful,16
1062,Beautiful,1115
1063,Beautiful,85
1064,Beautiful,225
1065,Beautiful,15
1066,Beautiful,63
1067,Beautiful,29
1068,Beautiful,301
1069,Beautiful,25
1070,Beautiful,101
1071,Beautiful,61
1072,Beautiful,92
1073,Beautiful,938
1074,Beautiful,175
1075,Beautiful,128
1076,Beautiful,446
1077,Beautiful,120
1078,Beautiful,346
1079,Beautiful,28
1080,Beautiful,1228
1081,Beautiful,6
1082,Beautiful,53
1083,Beautiful,84
1084,Beautiful,21
1085,Beautiful,229
1086,Beautiful,18
1087,Beautiful,25
1088,Beautiful,245
1089,Beautiful,39
1090,Beautiful,11
1091,Beautiful,19
1092,Beautiful,79
1093,Beautiful,33
1094,Beautiful,6
1095,Beautiful,53
1096,Beautiful,17
1097,Beautiful,32
1098,Beautiful,41
1099,Beautiful,399
1100,Beautiful,15
1101,Beautiful,563
1102,Beautiful,31
1103,Beautiful,54
1104,Beautiful,33
1105,Beautiful,21
1106,Beautiful,18
1107,Beautiful,22
1108,Beautiful,6
1109,Beautiful,480
1110,Beautiful,115
1111,Beautiful,9
1112,Beautiful,69
1113,Beautiful,2
1114,Beautiful,217
1115,Beautiful,11
1116,Beautiful,33
1117,Beautiful,37
1118,Beautiful,43
1119,Beautiful,7
1120,Beautiful,135
1121,Beautiful,44
1122,Beautiful,74
1123,Beautiful,120
1124,Beautiful,64
1125,Beautiful,273
1126,Beautiful,17
1127,Beautiful,124
1128,Beautiful,12
1129,Beautiful,1007
1130,Beautiful,12
1131,Beautiful,9
1132,Beautiful,280
1133,Beautiful,15
1134,Beautiful,251
1135,Beautiful,22
1136,Beautiful,1
1137,Beautiful,64
1138,Beautiful,28
1139,Beautiful,334
1140,Beautiful,737
1141,Beautiful,32
1142,Beautiful,4
1143,Beautiful,107
1144,Beautiful,38
1145,Beautiful,2
1146,Beautiful,19
1147,Beautiful,2
1148,Beautiful,117
1149,Beautiful,138
1150,Beautiful,111
1151,Beautiful,21
1152,Beautiful,282
1153,Beautiful,15
1154,Beautiful,353
1155,Beautiful,11
1156,Beautiful,131
1157,Beautiful,31
1158,Beautiful,40
1159,Beautiful,6
1160,Beautiful,55
1161,Beautiful,34
1162,Beautiful,182
1163,Beautiful,2467
1164,Beautiful,627
1165,Beautiful,396
1166,Beautiful,62
1167,Beautiful,34
1168,Beautiful,168
1169,Beautiful,99
1170,Beautiful,349
1171,Beautiful,34
1172,Beautiful,167
1173,Beautiful,276
1174,Beautiful,174
1175,Beautiful,131
1176,Beautiful,30
1177,Beautiful,1267
1178,Beautiful,152
1179,Beautiful,10
1180,Beautiful,3
1181,Beautiful,20
1182,Beautiful,45
1183,Beautiful,289
1184,Beautiful,100
1185,Beautiful,118
1186,Beautiful,44
1187,Beautiful,77
1188,Beautiful,192
1189,Beautiful,84
1190,Beautiful,342
1191,Beautiful,13
1192,Beautiful,7
1193,Beautiful,381
1194,Beautiful,333
1195,Beautiful,212
1196,Beautiful,19
1197,Beautiful,178
1198,Beautiful,99
1199,Beautiful,11
1200,Beautiful,1185
1201,Beautiful,214
1202,Beautiful,25
1203,Beautiful,14
1204,Beautiful,351
1205,Beautiful,21
1206,Beautiful,8
1207,Beautiful,57
1208,Beautiful,76
1209,Beautiful,9
1210,Beautiful,256
1211,Beautiful,281
1212,Beautiful,83
1213,Beautiful,17
1214,Beautiful,45
1215,Beautiful,71
1216,Beautiful,133
1217,Beautiful,27
1218,Beautiful,19
1219,Beautiful,293
1220,Beautiful,24
1221,Beautiful,24
1222,Beautiful,180
1223,Beautiful,225
1224,Beautiful,326
1225,Beautiful,31
1226,Beautiful,424
1227,Beautiful,164
1228,Beautiful,70
1229,Beautiful,13
1230,Beautiful,15
1231,Beautiful,86
1232,Beautiful,24
1233,Beautiful,424
1234,Beautiful,83
1235,Beautiful,106
1236,Beautiful,12
1237,Beautiful,21
1238,Beautiful,17
1239,Beautiful,100
1240,Beautiful,169
1241,Beautiful,6
1242,Beautiful,199
1243,Beautiful,12
1244,Beautiful,30
1245,Beautiful,135
1246,Beautiful,27
1247,Beautiful,12
1248,Beautiful,411
1249,Beautiful,23
1250,Beautiful,5
1251,Beautiful,34
1252,Beautiful,32
1253,Beautiful,136
1254,Beautiful,11
1255,Beautiful,22
1256,Beautiful,36
1257,Beautiful,91
1258,Beautiful,33
1259,Beautiful,103
1260,Beautiful,27
1261,Beautiful,230
1262,Beautiful,86
1263,Beautiful,12
1264,Beautiful,35
1265,Beautiful,5
1266,Beautiful,746
1267,Beautiful,17
1268,Beautiful,14
1269,Beautiful,80
1270,Beautiful,24
1271,Beautiful,101
1272,Beautiful,84
1273,Beautiful,31
1274,Beautiful,154
1275,Beautiful,288
1276,Beautiful,84
1277,Beautiful,377
1278,Beautiful,34
1279,Beautiful,38
1280,Beautiful,932
1281,Beautiful,651
1282,Beautiful,2
1283,Beautiful,5
1284,Beautiful,8
1285,Beautiful,52
1286,Beautiful,4
1287,Beautiful,59
1288,Beautiful,109
1289,Beautiful,9
1290,Beautiful,4
1291,Beautiful,17
1292,Beautiful,396
1293,Beautiful,19
1294,Beautiful,14
1295,Beautiful,6
1296,Beautiful,29
1297,Beautiful,223
1298,Beautiful,220
1299,Beautiful,195
1300,Beautiful,35
1301,Beautiful,128
1302,Beautiful,19
1303,Beautiful,112
1304,Beautiful,132
1305,Beautiful,271
1306,Beautiful,20
1307,Beautiful,32
1308,Beautiful,155
1309,Beautiful,157
1310,Beautiful,11
1311,Beautiful,149
1312,Beautiful,31
1313,Beautiful,159
1314,Beautiful,9
1315,Beautiful,7
1316,Beautiful,5
1317,Beautiful,170
1318,Beautiful,22
1319,Beautiful,132
1320,Beautiful,7
1321,Beautiful,24
1322,Beautiful,57
1323,Beautiful,13
1324,Beautiful,28
1325,Beautiful,9
1326,Beautiful,32
1327,Beautiful,74
1328,Beautiful,20
1329,Beautiful,141
1330,Beautiful,17
1331,Beautiful,25
1332,Beautiful,58
1333,Beautiful,24
1334,Beautiful,29
1335,Beautiful,19
1336,Beautiful,228
1337,Beautiful,62
1338,Beautiful,19
1339,Beautiful,5
1340,Beautiful,13
1341,Beautiful,156
1342,Beautiful,8
1343,Beautiful,185
1344,Beautiful,18
1345,Beautiful,14
1346,Beautiful,3232
1347,Beautiful,252
1348,Beautiful,2
1349,Beautiful,33
1350,Beautiful,77
1351,Beautiful,21
1352,Beautiful,42
1353,Beautiful,89
1354,Beautiful,89
1355,Beautiful,33
1356,Beautiful,19
